Órgão;Número do Processo;Modalidade;Objeto;Valor Total/Global;Local de Execução/Entrega;Data Diário Oficial;Protocolo;Início da vigência do contrato;Fim da Vigência do Contrato;Situação
FMS       ;DT 44/2018;Dispensa de Licitação - TCE;AQUISIÇÃO DE CREME BARREIRA DURÁVEL, TUBO COM 92G.;R$ 1.728,00;RUA FRANCISCO TORRES, 830 - ANDAR C.;03/07/2018;01-071766/2018;04/07/2018;11/07/2018;Empenhado
URBS      ;PE 18/2018;PREGÃO ELETRÔNICO;Seleção e contratação de empresa para prestação de serviços de desobstrução e limpeza de tubulações em geral nos equipamentos administrados pela URBS.;R$ 23.520,00;Conforme Edital de Embasamento;05/07/2018;57-000073/2018;02/07/2018;19/08/2019;Parcialmente Empenhado
FMS       ;PE 75/2018;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE MEDICAMENTOS, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES - COM COTA RESERVADA PARA MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE E MICROEMPREENDEDORES INDIVIDUAIS - ME/EPP/MEI;R$ 6.294.520,00;R. João Bettega, 3350 - CIC - Almoxarifado SMS;04/07/2018;01-060364/2018;02/07/2018;02/10/2019;Parcialmente Empenhado
SGM       ;PE 193/2018;PREGÃO ELETRÔNICO;"AQUISIÇÃO DE 03 (TRÊS) LIXEIRAS AMBIENTAIS, COM 02 (DUAS) TAMPAS E COM CAPACIDADE PARA 1.620 LITROS";R$ 3.444,00;Conforme empenho;04/07/2018;01-068152/2018;26/07/2018;05/08/2018;Empenhado
IPPUC     ;IN 1/2018;Inexigibilidade de Licitação;Contratação de empresa para a prestação de serviços com o fornecimento do Sistema SIGP - Solução Integrada de Gestão de Projetos, para o gerenciamento do Programa PROCIDADES;R$ 67.888,60;IPPUC;03/07/2018;01-045791/2018;06/07/2018;29/01/2020;Empenhado
SGM       ;PE 194/2018;PREGÃO ELETRÔNICO;"AQUISIÇÃO DE 01 (UMA) CAFETEIRA INDUSTRIAL 10 (DEZ) LITROS";R$ 859,97;Conforme empenho;05/07/2018;01-065846/2018;30/07/2018;09/08/2018;Empenhado
SETRAN    ;DT 25/2018;Dispensa de Licitação - TCE;Prestação de Serviços de Tecnologia da Informação e Comunicação, voltadas a Gestão de Trânsito e outros serviços compatíveis inerentes a gestão de multas de trânsito.;R$ 15.199.800,00;SETRAN;04/07/2018;01-129886/2017;;;Processo Anulado
FMS       ;DT 45/2018;Dispensa de Licitação - TCE;AQUISIÇÃO DE VITAMINA D3 COMPRIMIDO.;R$ 832,50;RUA FRANCISCO TORRES, 830 - ANDAR C - SALA C02.;09/07/2018;01-073412/2018;10/07/2018;17/07/2018;Empenhado
FMHIS     ;PE 3/2018;PREGÃO ELETRÔNICO;Contratação de empresa para prestação de serviços topográficos, em áreas de interesse da COHAB-CT.;R$ 61.000,00;COHAB-CT;06/07/2018;01-127820/2017;17/08/2018;07/02/2020;Confirmado Vencedor
FCC       ;PE 10/2018;PREGÃO ELETRÔNICO;Aquisição de tintas e assessorios para os espaços da F.C.C.;R$ 119.262,34;Conforme Empenho;04/07/2018;57-000071/2018;04/07/2018;19/07/2019;Parcialmente Empenhado
ICS       ;PE 22/2018;PREGÃO ELETRÔNICO;AQUISIÇÃO EQUIPAMENTO FISIOTERAPIA - ELETROESTIMULADOR INTERFERENCIAL;R$ 5.685,00;RUA SANTO ANTONIO, 400 REBOUÇAS;04/07/2018;57-000096/2018;;;Autorização de Fornecimento Gerada
FUMDEC    ;PE 3/2018;PREGÃO ELETRÔNICO;Confecção de folder.                           ;R$ 1.008,00;Rua Cpaitão Souza Franco ,13 - Batel  - Coordenadoria defesa civil;05/07/2018;01-056981/2018;14/08/2018;24/08/2018;Empenhado
SMMA      ;PE 195/2018;PREGÃO ELETRÔNICO;Prestação de serviços de limpeza, asseio, conservação predial e higienização por m2, nas áreas da Secretaria Municipal do Meio Ambiente.LOTE 01- VALOR GLOBAL R$ 1.096.403,64  VALOR MENSAL ESTIMADO R$ 91.366,97LOTE 02- VALOR GLOBAL R$  120.668,85    VALOR MENSAL ESTIMADO R$ 10.055,73;;conforme edital de embasamento;09/07/2018;01-105329/2016;;;Processo Revogado
FMS       ;DT 46/2018;Dispensa de Licitação - TCE;AQUISIÇÃO DE EXTENSOR PARA GASTROSTOMIA E PLUG ANAL;R$ 11.725,00;RUA FRANCISCO TORRES Nº 830  ANDAR C SALA 02;09/07/2018;01-073236/2018;10/07/2018;17/07/2018;Empenhado
SME       ;PE 196/2018;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MATERIAL DE EXPEDIENTE PARA A SECRETARIA MUNICIPAL DA EDUCAÇÃO;R$ 3.715,80;CONFORME EDITAL;05/07/2018;01-069227/2018;24/07/2018;03/08/2018;Empenhado
FMS       ;DT 47/2018;Dispensa de Licitação - TCE;AQUISIÇÃO DE MEDICAMENTO ZOLPIDEM 12,5 MG.;R$ 258,00;RUA FRANCISCO TORRES N° 830 ANDAR C SALA 02;09/07/2018;01-073408/2018;10/07/2018;17/07/2018;Pedido ou Empenho Anulado
SME       ;PE 197/2018;PREGÃO ELETRÔNICO;AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS - HORTIFRUTIGRANJEIROS PARA A SECRETARIA MUNICIPAL DA EDUCAÇÃO.;R$ 36.897,67;rua Potiguara, 975;05/07/2018;01-066973/2018;25/07/2018;04/08/2018;Empenhado
FAAC      ;PE 23/2018;PREGÃO ELETRÔNICO;AQUISIÇÃO DE TABLETS                 ;R$ 16.250,00;Rua Capitão João Busse., 660;06/07/2018;01-070100/2018;30/07/2018;29/08/2018;Empenhado
SME       ;PE 198/2018;PREGÃO ELETRÔNICO;AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS PARA A SECRETARIA MUNICIPAL DA EDUCAÇÃO;R$ 68.554,53;Rua Potiguara, 975 - Novo Mundo/Capão Raso;05/07/2018;01-066968/2018;02/08/2018;30/08/2018;Parcialmente Empenhado
SEPLAD    ;DT 26/2018;Dispensa de Licitação - TCE;Prestação de serviço de limpeza e conservação predial por metro quadrado, com fornecimento total de mão de obra, materiais e equipamentos para atendimento sede da SEPLAD, Arquivo Público Municipal, Setor de Bens Móveis, SIT, sede da PGM, Arquivo da SME e as Secretarias instaladas no - Palácio 29 de Março (Gabinete do Prefeito, SGM, SMCS, SMF e demais órgãos).;R$ 829.603,81; Rua Solimões,160-SEPLAD;06/07/2018;01-056309/2018;09/07/2018;04/01/2019;Confirmado Vencedor
IMAP      ;IN 31/2018;Inexigibilidade de Licitação;CURSO DE WORD, EXCEL E EXCEL AVANÇADO PARA OS SERVIDORES DA PMC.;R$ 4.500,00;IMAP;05/07/2018;01-069141/2018;05/07/2018;02/10/2018;Empenhado
IMAP      ;IN 32/2018;Inexigibilidade de Licitação;PALESTRA: A PROMOÇÃO DA SAÚDE EM CURITIBA;R$ 800,00;IMAP;05/07/2018;01-068634/2018;05/07/2018;02/09/2018;Empenhado
IMAP      ;IN 33/2018;Inexigibilidade de Licitação;PALESTRA: "A FELICIDADE COMO RSTRATAGIA PARA PROMOÇÃO DE SAÚDE";R$ 500,00;IMAP;05/07/2018;01-072043/2018;05/07/2018;02/09/2018;Empenhado
SETRAN    ;IN 52/2018;Inexigibilidade de Licitação;Aquisição de 07 inscrições para o Curso de Segurança Viária e Engenharia de Tráfego.;R$ 17.500,00;RUA ALMIRANTE TAMANDARÉ, 500 - ALTO DA RUA XV;06/07/2018;01-071885/2018;10/07/2018;08/09/2018;Empenhado
IMAP      ;PE 9/2018;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE IMPRESSOS GRÁFICOS, POR MEIO DE PREGÃO ELETRÔNICO, TIPO MENOR PREÇO, ATRAVÉS DE SISTEMA DE REGISTRO DE PREÇOS PELO PERÍODO DE 12 MESES;R$ 2.535,00;Av. João Gualberto 623, 10 º andar Torre A;06/07/2018;57-000070/2018;05/07/2018;05/07/2019;Parcialmente Empenhado
FMS       ;PE 76/2018;PREGÃO ELETRÔNICO;CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE CONFECÇÃO DE PRÓTESES TOTAIS ODONTOLÓGICAS PARA A SECRETARIA MUNICIPAL DA SAÚDE, PELO PERÍODO DE 12 (DOZE) MESES.;R$ 390.000,00;CONFORME PREVISTO NO EDITAL DE EMBASAMENTO.;06/07/2018;01-057243/2018;15/08/2018;14/02/2020;Confirmado Vencedor
FMS       ;IN 12/2018;Inexigibilidade de Licitação;AQUISIÇÃO DE INSCRIÇÃO PARA CURSOS DE CONFERÊNCIAS.;R$ 75.000,00;RUA ATÍLO BÓRIO, 680.;09/07/2018;01-061621/2018;10/07/2018;25/07/2018;Empenhado
SME       ;IN 53/2018;Inexigibilidade de Licitação;Serviço: Contratação de palestra para a SEP/Escola Pref.Linneu Ferreira do Amaral. Contação de história: Uma porta o processo de ensino e aprendizagem.;R$ 400,00;Conforme processo original;06/07/2018;01-007156/2016;06/07/2018;03/12/2018;Empenhado
SME       ;PE 199/2018;PREGÃO ELETRÔNICO;AQUISIÇÃO DE LIVROS DE LITERATURA PARA ATENDER OS FARÓIS DO SABER E BIBLIOTECAS ESCOLARES DA SECRETARIA MUNICIPAL DA EDUCAÇÃO.;R$ 165.871,50;Conforme edital;09/07/2018;01-058654/2018;31/07/2018;31/08/2018;Parcialmente Empenhado
SME       ;PE 200/2018;PREGÃO ELETRÔNICO;AQUISIÇÃO DE EXTINTOR DE INCÊNDIO PARA A SECRETARIA MUNICIPAL DA EDUCAÇÃO;R$ 2.219,70;Conforme edital;09/07/2018;01-073266/2018;21/08/2018;10/09/2018;Empenhado
SME       ;FN 66/2018;Financeiro;Acordo de Cooperação entre o Municipio de Curitiba e a Associação Paranaense de Cultura - APC PUC.;R$ 0,00;Conforme processo original nº 01-121096/2018;06/07/2018;01-121096/2017;;;Confirmado Vencedor
IMAP      ;IN 34/2018;Inexigibilidade de Licitação;CURSO DE TRABALHO EM ALTURA NR 35;R$ 3.200,00;IMAP;11/07/2018;01-069112/2018;13/07/2018;10/10/2018;Empenhado
SMELJ     ;IN 54/2018;Inexigibilidade de Licitação;PAGAMENTO DE DIREITOS AUTORAIS - ECAD (MÚSICA E COMPOSIÇÃO).;R$ 4.796,50;RUA SOLIMÕES, 160 - SMELJ;09/07/2018;01-068848/2018;10/07/2018;09/08/2018;Empenhado
SME       ;PE 201/2018;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MATERIAL DE EXPEDIENTE, ESCOLAR E ARTESANATO PARA A SECRETARIA MUNICIPAL DA EDUCAÇÃO;R$ 51.473,88;CONFORME EDITAL;09/07/2018;01-069862/2018;24/07/2018;03/08/2018;Parcialmente Empenhado
SETRAN    ;DT 27/2018;Dispensa de Licitação - TCE;Controladores semafóricos.                     ;R$ 905.814,84;SETRAN;10/07/2018;01-069761/2018;11/07/2018;16/07/2018;Empenhado
COHAB-CT  ;PE 11/2018;PREGÃO ELETRÔNICO;"Aquisição de refil utilizado nos purificadores de água instalados na Companhia de Habitação Popular de Curitiba.;R$ 1.360,00;cohab-ct;13/07/2018;01-040592/2018;09/07/2018;09/10/2018;Confirmado Vencedor
SEPLAD    ;FN 67/2018;Financeiro;Termo de Cooperação técnica e financeira Prefeitura Municipal de Curitiba e Câmara Municipal de Curitiba;R$ 0,00;Rua Solimões 160;10/07/2018;04-049425/2017;09/08/2018;08/08/2023;Confirmado Vencedor
FMS       ;PE 77/2018;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MEDICAMENTOS PARA A SECRETARIA MUNICIPAL DA SAÚDE.;;Rua João Bettega, 3350 - CIC - Curitiba-Pr - Almoxarifado da SMS;10/07/2018;01-071423/2018;;;Processo Deserto
FMS       ;PE 78/2018;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MEDICAMENTOS PARA A SECRETARIA MUNICIPAL DA SAÚDE.;R$ 20.328,80;Rua Francisco Torres, 830 - Andar C - Sala C 02 - Centro - Curitiba-Pr;10/07/2018;01-071388/2018;14/08/2018;24/08/2018;Parcialmente Empenhado
FAS       ;PE 4/2018;PREGÃO ELETRÔNICO;Aquisição de Equipamento de Proteção Individual (EPI) - Uniformes - destinados ao atendimento da demanda da Fundação de Ação Social. ;R$ 2.810,58;Conforme nota de Empenho;12/07/2018;01-069117/2018;15/08/2018;30/08/2018;Empenhado
FMS       ;PE 79/2018;PREGÃO ELETRÔNICO;CONFECÇÃO DE MATERIAL GRÁFICO PARA A SECRETARIA MUNICIPAL DA SAÚDE;R$ 5.450,00;Francisco Torres, 830, 3º Andar - Coordenação Vigilância Sanitária/SMS;10/07/2018;01-070118/2018;27/07/2018;11/08/2018;Empenhado
FMC       ;PE 4/2018;PREGÃO ELETRÔNICO;Contratação de empresas para locação de serviço de iluminação.;R$ 96.490,00;CASA HOFFMANN;10/07/2018;57-000074/2018;10/08/2018;23/12/2018;Confirmado Vencedor
PGM       ;FN 68/2018;Financeiro;Termo de Acordo de Cooperação que entre si fazem o Município de Curitiba e o Instituto de Estudos de Protesto de Título do Brasil -Secção Paraná - IBPTB-PR.;R$ 0,00;Conforme descrito no processo;10/07/2018;01-053678/2018;12/06/2018;10/06/2020;Confirmado Vencedor
FMC       ;PE 5/2018;PREGÃO ELETRÔNICO;Locação de ônibus para atender os editais .;R$ 253.952,60;Rua Engenheiros Rebouças 1732;10/07/2018;57-000078/2018;08/08/2018;31/10/2019;Confirmado Vencedor
FMAS      ;DT 4/2018;Dispensa de Licitação - TCE;Contratação Emergencial para a prestação de serviços de impressão (outsourcing), incluindo o fornecimento dos equipamentos, instalação, configuração, treinamento básico, gestão dos equipamentos, serviços de manutenção preventiva e corretiva, sistema de controle de impressão, reposição de peças e de todo material de consumo necessário ao perfeito funcionamento dos equipamentos, exceto papel. ;R$ 197.688,99;CONFORME CONTRATO;10/07/2018;01-074002/2018;10/07/2018;05/01/2019;Confirmado Vencedor
FMS       ;PE 80/2018;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE MEDICAMENTOS, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES.;R$ 50.289,75;RUA FRANCISCO TORRES, 830 - ANDAR C - SALA C2 -  CENTRO - CURITIBA-PR;11/07/2018;01-066989/2018;10/07/2018;28/08/2019;Parcialmente Empenhado
FMS       ;PE 81/2018;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE MATERIAL DE CONSUMO MÉDICO-HOSPITALAR (FRALDAS E ABSORVENTES), ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE)  MESES.;R$ 101.911,70;Rua João Bettega, 3350 - CIC - Almoxarifado SMS.;11/07/2018;01-070628/2018;10/07/2018;06/09/2019;Parcialmente Empenhado
COHAB-CT  ;PE 12/2018;PREGÃO ELETRÔNICO;Contratação de empresa para prestação de serviços especializados, de guarda, manutenção, movimentação e entrega de documentos relativos ao acervo da COHAB-CT.;;COHAB;12/07/2018;01-062690/2018;;;Processo Anulado
FMS       ;PE 82/2018;PREGÃO ELETRÔNICO;AQUISIÇÃO DE EQUIPAMENTOS MÉDICO-HOSPITALARES PARA A SECRETARIA MUNICIPAL DA SAÚDE - COM ITENS EXCLUSIVOS E COTA RESERVADA PARA MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE E MICROEMPREENDEDORES INDIVIDUAIS - ME/EPP/MEI e ITENS PARA AMPLA PARTICIPAÇÃO.;R$ 658.015,00;RUA JOÃO BETTEGA, 3350 CIDADE INDUSTRIAL CURITIBA-PR;13/08/2018;01-066181/2018;01/10/2018;20/11/2018;Parcialmente Empenhado
SME       ;PE 202/2018;PREGÃO ELETRÔNICO;PRESTAÇÃO DE SERVIÇO DE DESINSETIZAÇÃO PARA ATENDER À SECRETARIA MUNICIPAL DA EDUCAÇÃO, PELO SISTEMA DE REGISTRO DE PREÇO, PELO PERÍODO DE 12 MESES.;R$ 120.000,00;Conforme edital;26/11/2018;01-069104/2018;11/07/2018;19/12/2019;Empenhado
SMDT      ;PE 203/2018;PREGÃO ELETRÔNICO;Colete de proteção balística conforme edital.;R$ 417.900,00;Rua Presidente Faria 451 - Centro -  Gerencia de Armas e Muniçoes;13/07/2018;01-016193/2018;11/07/2018;08/10/2019;Empenhado
FCC       ;IN 1/2018;Inexigibilidade de Licitação;Contratação do INSTITUTO TOMIE OHTAKE para realização da exposição "Tomie Ohtake - vultos, fissuras e clareiras", no Salão Paranaguá no Memorial de Curitiba, por ocasião da Comemoração de 110 anos da imigração japonesa, ;R$ 71.610,00;Rua Engenheiros Rebouças, 1732;11/07/2018;04-036980/2018;12/07/2018;08/11/2018;Confirmado Vencedor
IPMC      ;PE 3/2018;PREGÃO ELETRÔNICO;Prestação de serviços especializados para elaborar Estudo de Macro-Alocação de Ativos - Modelo Estocástico, Asset Liability Management - ALM.;R$ 11.900,00;IPMC;11/07/2018;08-002420/2018;10/08/2018;08/08/2021;Confirmado Vencedor
SMOP      ;PE 204/2018;PREGÃO ELETRÔNICO;AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL(EPI'S)". EXCLUSIVO PARA A PARTICIPAÇÃO DE MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE OU MICROEMPREENDEDOR INDIVIDUAL-SMOP.;R$ 24.107,70;CONFORME RECIBO DE ENTREGA;12/07/2018;01-056999/2018;03/09/2018;30/10/2018;Parcialmente Empenhado
SMOP      ;PE 205/2018;PREGÃO ELETRÔNICO;AQUISIÇÃO DE EQUIPAMENTO DE PROTEÇÃO INDIVIDUAL -EPI - SENDO MÁSCARA SEMIFACIAL DESCARTÁVEL, EXCLUSIVO PARA A PARTICIPAÇÃO DE MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE OU MICROEMPREENDEDOR INDIVIDUAL-SMOP.;R$ 28.800,00;CONFORME RECIBO DE ENTREGA;13/07/2018;01-061762/2018;03/09/2018;28/09/2018;Empenhado
ICS       ;PE 23/2018;PREGÃO ELETRÔNICO;Aquisição de materiais elétricos e acessórios para o Setor de Serviços Gerais do Instituto Curitiba de Saúde.;R$ 10.890,02;Rua Santo Antonio, 400 - Rebouças;25/07/2018;57-000077/2018;;;Autorização de Fornecimento Gerada
IMT       ;PE 5/2018;PREGÃO ELETRÔNICO;Contratação do serviço de confecção e instalação de corrimão.;R$ 10.999,90;Praça Garibaldi, 07;12/07/2018;01-062904/2018;09/08/2018;23/09/2018;Empenhado
FMS       ;PE 83/2018;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MEDICAMENTOS PARA A SECRETARIA MUNICIPAL DA SAÚDE.;R$ 6.840,00;Rua João Bettega, 3350 - CIC - Curitiba-Pr - Almoxarifado da SMS;12/07/2018;01-072023/2018;06/08/2018;16/08/2018;Parcialmente Empenhado
COHAB-CT  ;IN 19/2018;Inexigibilidade de Licitação;A cessão precária e gratuita, a título de comodato, do imóvel designado por Lote 24 da Quadra 16, da Planta Vila Xapinhal, com 1.251,71 m², situado na Rua Francisco José Lobo, nº 400, nesta Capital, constante do R-5/181.157 do 8º Registro de Imóveis desta Capital.;R$ 0,01;COHAB-CT;18/07/2018;01-139517/2012;17/08/2018;05/08/2020;Confirmado Vencedor
COHAB-CT  ;IN 20/2018;Inexigibilidade de Licitação;A cessão precária e gratuita, a título de comodato, do Lote de terreno "A", resultante da subdivisão do trecho da Rua José Antonio Belém (N549), resultante do Projeto de Levantamento topográfico, localizado nesta Capital, no bairro Santa Felicidade, com área total de 331,57 m², Indicação Fiscal 99.027.021.000 e objeto da matrícula 87.168 do 9º Registro de Imóveis desta Capital. Localizado à Rua Angelina Braga Cortezzi, nº 832, em Santa Felicidade.;R$ 0,01;Rua Barão do Rio Branco, 45 - COHAB-CT;18/07/2018;01-029267/2014;17/08/2018;05/08/2020;Confirmado Vencedor
COHAB-CT  ;IN 21/2018;Inexigibilidade de Licitação;A cessão precária e gratuita, a titulo de comodato com a Associação de Moradores do Conjunto Atenas II, que tem por objeto os lotes 04, 05. 18 e 19 da quadra 13 do Moradias Atenas II, com 200,00 m² cada lote. Indicações Fiscais 49.163.004.000 - 49.163.005.000 - 49.163.018.000 e 49.163.019.000 com aproximadamente 400,00 m² de área construída, localizado na Rua Emília Erichsen, 186 - CIC. Matrícula 33.568 do 8º Registro de Imóveis desta Capital.;R$ 0,01;Rua Barão do Rio Branco, 45 - COHAB-CT;18/07/2018;04-005651/2008;17/08/2018;21/07/2023;Confirmado Vencedor
COHAB-CT  ;IN 22/2018;Inexigibilidade de Licitação;A cessão precária e gratuita, a título de comodato, do imóvel constituído da parte ideal de 925,97 m² cujo todo mede 2.174,35 m², correspondente ao Lote nº 01 da Quadra 19 da Planta Vila União Ferroviária, na Rua Dr. Magnus Sonda, nº 250, nesta Capital, constante do R-1/78.148 do 4º Registro de Imóveis e com Indicação Fiscal nº 88.602.001.000.;R$ 0,01;Rua Barão do Rio Branco, 45 - COHAB-CT;18/07/2018;01-079048/2014;13/08/2018;07/08/2019;Confirmado Vencedor
IMAP      ;PE 10/2018;PREGÃO ELETRÔNICO;PRESTAÇÃO DE SERVIÇOS DE TRADUÇÃO SIMULTÂNEA COM ALUGUEL DE EQUIPAMENTOS;R$ 7.950,00;Complexo Parque Barigui;13/07/2018;57-000067/2018;30/07/2018;02/08/2018;Empenhado
ICS       ;DT 58/2018;Dispensa de Licitação - TCE;Aquisição de medicamento Temodal 100mg ;;Rua Santo Antonio, 400;12/07/2018;01-073507/2018;;;Processo de Compra Montado
ICS       ;DT 59/2018;Dispensa de Licitação - TCE;Aquisição de medicamento Secuquinumabe 150mg ;R$ 31.100,00;Rua Santo Antonio, 400;12/07/2018;01-076111/2018;;;Autorização de Fornecimento Gerada
FMS       ;DT 48/2018;Dispensa de Licitação - TCE;AQUISIÇÃO DE MEDICAMENTO SULFATO FERROSO COMPRIMIDO;R$ 9.800,00;RUA JOÃO BETTEGA 3.350 - CIC;13/07/2018;01-076669/2018;16/07/2018;23/07/2018;Empenhado
SEPLAD    ;IN 55/2018;Inexigibilidade de Licitação;Aquisição escultura parte das comemorações que marcam os 110 (cento e dez) anos da imigração japonesa no Paraná, o Município de Curitiba reforça os profundos laços de amizade que marcam a história conjunta com o povo nipônico. Desde 1984, por meio da Lei Municipal nº 6484/84.;R$ 130.000,00;Rua Solimões,160;13/07/2018;01-078271/2018;16/07/2018;14/08/2018;Empenhado
URBS      ;CP 8/2018;Concorrência Pública;Seleção e contratação de empresa para prestação de serviços de instalação, configuração, manutenção, suporte, impalntação e treinamento de software (Plataforma Tecnológica) para permitir a integração com empresas homologadas para operar seus aplicativos (APP) e pontos fixos para comercialização de Créditos Eletrônicos do Estacionamento Regulamentado - Estar, disponibilização de aplicativo (APP) para os agentes de trânsito fiscalizarem a utilização das vagas do Estacionamento Regulamentado - Estar.;;conforme edital;19/09/2018;01-070521/2018;;;Processo Revogado
SME       ;PE 206/2018;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MOBILIÁRIO PARA A SECRETARIA MUNICIPAL DA EDUCAÇÃO;R$ 14.882,00;Rua Rosalina Casari, nº 157 - Boqueirão;13/07/2018;01-065656/2018;10/08/2018;25/08/2018;Empenhado
SMELJ     ;FN 69/2018;Financeiro;Termo de cooperação técnica,a ser selebrado entre o Município de Curitiba e a AMÉRICA  LATINA LOGÍSTICA MALHA SUL S.A.-ALL.;R$ 0,00;Rua Solimões -160;13/07/2018;01-061382/2018;17/07/2018;15/07/2020;Confirmado Vencedor
FAS       ;PE 5/2018;PREGÃO ELETRÔNICO;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DOS SERVIÇOS DE AUXILIAR DE SERVIÇOS GERAIS NAS FUNÇÕES DE SERVENTE DE LAVANDERIA, CARREGADOR, SERVENTE, COPEIRA E ENCARREGADO(A), PARA ATENDER A FUNDAÇÃO DE AÇÃO SOCIAL;R$ 1.679.746,20;Conforme Nota de Empenho;18/07/2018;01-116005/2017;01/12/2018;30/11/2021;Confirmado Vencedor
